,DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales,Month,Year/Month,Week,Week of month,Period of month,Unit Cost,Profit,Day of the week
879,82779,50012011340,312,2015-09-03,1.0,4.99,9,2015-09,2015-35,0,Beginning,2.5,2.49,4
880,82780,50012011340,312,2015-09-04,1.0,4.99,9,2015-09,2015-35,0,Beginning,2.5,2.49,5
882,82782,50012011340,312,2015-09-07,3.0,14.97,9,2015-09,2015-36,1,Beginning,2.5,7.470000000000001,1
883,82783,50012011340,312,2015-09-08,5.0,24.95,9,2015-09,2015-36,1,Beginning,2.5,12.45,2
884,82784,50012011340,312,2015-09-10,1.0,4.99,9,2015-09,2015-36,1,Beginning,2.5,2.49,4
886,82786,50012011340,312,2015-09-12,3.0,14.97,9,2015-09,2015-36,1,Beginning,2.5,7.470000000000001,6
887,82787,50012011340,312,2015-09-14,1.0,4.99,9,2015-09,2015-37,2,Middle,2.5,2.49,1
888,82788,50012011340,312,2015-09-15,1.0,4.99,9,2015-09,2015-37,2,Middle,2.5,2.49,2
889,82789,50012011340,312,2015-09-17,3.0,14.97,9,2015-09,2015-37,2,Middle,2.5,7.470000000000001,4
890,82790,50012011340,312,2015-09-18,3.0,14.97,9,2015-09,2015-37,2,Middle,2.5,7.470000000000001,5
892,82792,50012011340,312,2015-09-21,2.0,9.98,9,2015-09,2015-38,3,Middle,2.5,4.98,1
895,82795,50012011340,312,2015-09-25,2.0,9.98,9,2015-09,2015-38,3,Middle,2.5,4.98,5
896,82796,50012011340,312,2015-09-26,2.0,9.98,9,2015-09,2015-38,3,Middle,2.5,4.98,6
897,82797,50012011340,312,2015-09-28,1.0,4.99,9,2015-09,2015-39,4,End,2.5,2.49,1
898,82798,50012011340,312,2015-09-29,2.0,9.98,9,2015-09,2015-39,4,End,2.5,4.98,2
899,82799,50012011340,312,2015-09-30,4.0,19.96,9,2015-09,2015-39,4,End,2.5,9.96,3
900,82800,50012011340,312,2015-10-01,1.0,4.99,10,2015-10,2015-39,0,Beginning,2.5,2.49,4
901,82801,50012011340,312,2015-10-02,1.0,4.99,10,2015-10,2015-39,0,Beginning,2.5,2.49,5
902,82802,50012011340,312,2015-10-03,2.0,9.98,10,2015-10,2015-39,0,Beginning,2.5,4.98,6
903,82803,50012011340,312,2015-10-05,2.0,9.98,10,2015-10,2015-40,1,Beginning,2.5,4.98,1
904,82804,50012011340,312,2015-10-06,1.0,4.99,10,2015-10,2015-40,1,Beginning,2.5,2.49,2
905,82805,50012011340,312,2015-10-09,-4.0,-19.96,10,2015-10,2015-40,1,Beginning,2.5,-9.96,5
906,82806,50012011340,312,2015-10-10,2.0,9.98,10,2015-10,2015-40,1,Beginning,2.5,4.98,6
907,82807,50012011340,312,2015-10-13,3.0,14.97,10,2015-10,2015-41,2,Middle,2.5,7.470000000000001,2
908,82808,50012011340,312,2015-10-14,2.0,9.98,10,2015-10,2015-41,2,Middle,2.5,4.98,3
909,82809,50012011340,312,2015-10-16,5.0,24.95,10,2015-10,2015-41,2,Middle,2.5,12.45,5
910,82810,50012011340,312,2015-10-17,2.0,9.98,10,2015-10,2015-41,2,Middle,2.5,4.98,6
911,82811,50012011340,312,2015-10-19,1.0,4.99,10,2015-10,2015-42,3,Middle,2.5,2.49,1
912,82812,50012011340,312,2015-10-20,4.0,19.96,10,2015-10,2015-42,3,Middle,2.5,9.96,2
913,82813,50012011340,312,2015-10-21,1.0,4.99,10,2015-10,2015-42,3,Middle,2.5,2.49,3
914,82814,50012011340,312,2015-10-22,4.0,19.96,10,2015-10,2015-42,3,Middle,2.5,9.96,4
915,82815,50012011340,312,2015-10-23,2.0,9.98,10,2015-10,2015-42,3,Middle,2.5,4.98,5
916,82816,50012011340,312,2015-10-24,2.0,9.98,10,2015-10,2015-42,3,Middle,2.5,4.98,6
917,82817,50012011340,312,2015-10-26,2.0,9.98,10,2015-10,2015-43,4,End,2.5,4.98,1
919,82819,50012011340,312,2015-10-30,-1.0,-4.99,10,2015-10,2015-43,4,End,2.5,-2.49,5
920,82820,50012011340,312,2015-10-31,2.0,9.98,10,2015-10,2015-43,4,End,2.5,4.98,6
921,82821,50012011340,312,2015-11-02,4.0,19.96,11,2015-11,2015-44,1,Beginning,2.5,9.96,1
922,82822,50012011340,312,2015-11-03,3.0,14.97,11,2015-11,2015-44,1,Beginning,2.5,7.470000000000001,2
923,82823,50012011340,312,2015-11-04,4.0,19.96,11,2015-11,2015-44,1,Beginning,2.5,9.96,3
924,82824,50012011340,312,2015-11-07,1.0,4.99,11,2015-11,2015-44,1,Beginning,2.5,2.49,6
925,82825,50012011340,312,2015-11-09,2.0,9.98,11,2015-11,2015-45,2,Middle,2.5,4.98,1
926,82826,50012011340,312,2015-11-10,1.0,4.99,11,2015-11,2015-45,2,Middle,2.5,2.49,2
927,82827,50012011340,312,2015-11-11,2.0,9.98,11,2015-11,2015-45,2,Middle,2.5,4.98,3
928,82828,50012011340,312,2015-11-12,2.0,9.98,11,2015-11,2015-45,2,Middle,2.5,4.98,4
929,82829,50012011340,312,2015-11-13,1.0,4.99,11,2015-11,2015-45,2,Middle,2.5,2.49,5
930,82830,50012011340,312,2015-11-14,1.0,12.99,11,2015-11,2015-45,2,Middle,2.5,10.49,6
931,82831,50012011340,312,2015-11-16,2.0,9.98,11,2015-11,2015-46,3,Middle,2.5,4.98,1
932,82832,50012011340,312,2015-11-17,3.0,14.97,11,2015-11,2015-46,3,Middle,2.5,7.470000000000001,2
933,82833,50012011340,312,2015-11-19,2.0,9.98,11,2015-11,2015-46,3,Middle,2.5,4.98,4
934,82834,50012011340,312,2015-11-20,1.0,4.99,11,2015-11,2015-46,3,Middle,2.5,2.49,5
935,82835,50012011340,312,2015-11-21,1.0,4.99,11,2015-11,2015-46,3,Middle,2.5,2.49,6
936,82836,50012011340,312,2015-11-23,1.0,12.99,11,2015-11,2015-47,4,End,2.5,10.49,1
937,82837,50012011340,312,2015-11-24,3.0,14.97,11,2015-11,2015-47,4,End,2.5,7.470000000000001,2
938,82838,50012011340,312,2015-11-25,6.0,29.94,11,2015-11,2015-47,4,End,2.5,14.940000000000001,3
939,82839,50012011340,312,2015-11-26,1.0,4.99,11,2015-11,2015-47,4,End,2.5,2.49,4
940,82840,50012011340,312,2015-11-28,2.0,9.98,11,2015-11,2015-47,4,End,2.5,4.98,6
941,82841,50012011340,312,2015-11-30,2.0,9.98,11,2015-11,2015-48,5,End,2.5,4.98,1
942,82842,50012011340,312,2015-12-01,3.0,14.97,12,2015-12,2015-48,0,Beginning,2.5,7.470000000000001,2
943,82843,50012011340,312,2015-12-03,1.0,4.99,12,2015-12,2015-48,0,Beginning,2.5,2.49,4
944,82844,50012011340,312,2015-12-04,2.0,9.98,12,2015-12,2015-48,0,Beginning,2.5,4.98,5
945,82845,50012011340,312,2015-12-05,1.0,4.99,12,2015-12,2015-48,0,Beginning,2.5,2.49,6
946,82846,50012011340,312,2015-12-07,1.0,4.99,12,2015-12,2015-49,1,Beginning,2.5,2.49,1
947,82847,50012011340,312,2015-12-08,2.0,9.98,12,2015-12,2015-49,1,Beginning,2.5,4.98,2
948,82848,50012011340,312,2015-12-10,2.0,9.98,12,2015-12,2015-49,1,Beginning,2.5,4.98,4
949,82849,50012011340,312,2015-12-11,2.0,9.98,12,2015-12,2015-49,1,Beginning,2.5,4.98,5
950,82850,50012011340,312,2015-12-12,2.0,9.98,12,2015-12,2015-49,1,Beginning,2.5,4.98,6
951,82851,50012011340,312,2015-12-14,2.0,9.98,12,2015-12,2015-50,2,Middle,2.5,4.98,1
952,82852,50012011340,312,2015-12-18,2.0,9.98,12,2015-12,2015-50,2,Middle,2.5,4.98,5
953,82853,50012011340,312,2015-12-19,2.0,9.98,12,2015-12,2015-50,2,Middle,2.5,4.98,6
955,82855,50012011340,312,2015-12-22,2.0,9.98,12,2015-12,2015-51,3,Middle,2.5,4.98,2
956,82856,50012011340,312,2015-12-23,1.0,4.99,12,2015-12,2015-51,3,Middle,2.5,2.49,3
957,82857,50012011340,312,2015-12-24,1.0,12.99,12,2015-12,2015-51,3,Middle,2.5,10.49,4
958,82858,50012011340,312,2015-12-26,1.0,4.99,12,2015-12,2015-51,3,Middle,2.5,2.49,6
959,82859,50012011340,312,2015-12-28,3.0,14.97,12,2015-12,2015-52,4,End,2.5,7.470000000000001,1
960,82860,50012011340,312,2015-12-29,3.0,14.97,12,2015-12,2015-52,4,End,2.5,7.470000000000001,2
961,82861,50012011340,312,2015-12-30,2.0,9.98,12,2015-12,2015-52,4,End,2.5,4.98,3
962,82862,50012011340,312,2016-01-01,3.0,14.97,1,2016-01,2016-00,0,Beginning,2.5,7.470000000000001,5
963,82863,50012011341,312,2016-01-04,2.0,9.98,1,2016-01,2016-01,1,Beginning,2.5,4.98,1
964,82864,50012011341,312,2016-01-06,3.0,14.97,1,2016-01,2016-01,1,Beginning,2.5,7.470000000000001,3
965,82865,50012011341,312,2016-01-07,3.0,14.97,1,2016-01,2016-01,1,Beginning,2.5,7.470000000000001,4
966,82866,50012011341,312,2016-01-11,3.0,14.97,1,2016-01,2016-02,2,Middle,2.5,7.470000000000001,1
967,82867,50012011341,312,2016-01-12,2.0,9.98,1,2016-01,2016-02,2,Middle,2.5,4.98,2
968,82868,50012011341,312,2016-01-13,2.0,9.98,1,2016-01,2016-02,2,Middle,2.5,4.98,3
970,82870,50012011341,312,2016-01-16,1.0,4.99,1,2016-01,2016-02,2,Middle,2.5,2.49,6
971,82871,50012011341,312,2016-01-18,1.0,4.99,1,2016-01,2016-03,3,Middle,2.5,2.49,1
972,82872,50012011341,312,2016-01-19,4.0,19.96,1,2016-01,2016-03,3,Middle,2.5,9.96,2
973,82873,50012011341,312,2016-01-20,2.0,9.98,1,2016-01,2016-03,3,Middle,2.5,4.98,3
974,82874,50012011341,312,2016-01-21,3.0,14.97,1,2016-01,2016-03,3,Middle,2.5,7.470000000000001,4
975,82875,50012011341,312,2016-01-22,2.0,9.98,1,2016-01,2016-03,3,Middle,2.5,4.98,5
976,82876,50012011341,312,2016-01-23,1.0,12.99,1,2016-01,2016-03,3,Middle,2.5,10.49,6
977,82877,50012011341,312,2016-01-25,1.0,4.99,1,2016-01,2016-04,4,End,2.5,2.49,1
978,82878,50012011341,312,2016-01-26,4.0,19.96,1,2016-01,2016-04,4,End,2.5,9.96,2
979,82879,50012011341,312,2016-01-27,3.0,14.97,1,2016-01,2016-04,4,End,2.5,7.470000000000001,3
980,82880,50012011341,312,2016-01-28,3.0,14.97,1,2016-01,2016-04,4,End,2.5,7.470000000000001,4
981,82881,50012011341,312,2016-01-29,4.0,19.96,1,2016-01,2016-04,4,End,2.5,9.96,5
982,82882,50012011341,312,2016-01-30,3.0,14.97,1,2016-01,2016-04,4,End,2.5,7.470000000000001,6
983,82883,50012011341,312,2016-02-01,5.0,24.95,2,2016-02,2016-05,1,Beginning,2.5,12.45,1
984,82884,50012011341,312,2016-02-03,2.0,9.98,2,2016-02,2016-05,1,Beginning,2.5,4.98,3
985,82885,50012011341,312,2016-02-04,3.0,14.97,2,2016-02,2016-05,1,Beginning,2.5,7.470000000000001,4
986,82886,50012011341,312,2016-02-08,5.0,24.95,2,2016-02,2016-06,2,Middle,2.5,12.45,1
987,82887,50012011341,312,2016-02-09,3.0,14.97,2,2016-02,2016-06,2,Middle,2.5,7.470000000000001,2
988,82888,50012011341,312,2016-02-10,3.0,14.97,2,2016-02,2016-06,2,Middle,2.5,7.470000000000001,3
989,82889,50012011341,312,2016-02-11,2.0,9.98,2,2016-02,2016-06,2,Middle,2.5,4.98,4
990,82890,50012011341,312,2016-02-12,4.0,19.96,2,2016-02,2016-06,2,Middle,2.5,9.96,5
991,82891,50012011341,312,2016-02-13,1.0,4.99,2,2016-02,2016-06,2,Middle,2.5,2.49,6
992,82892,50012011341,312,2016-02-15,5.0,24.95,2,2016-02,2016-07,3,Middle,2.5,12.45,1
993,82893,50012011341,312,2016-02-16,2.0,9.98,2,2016-02,2016-07,3,Middle,2.5,4.98,2
994,82894,50012011341,312,2016-02-18,2.0,9.98,2,2016-02,2016-07,3,Middle,2.5,4.98,4
995,82895,50012011341,312,2016-02-19,1.0,4.99,2,2016-02,2016-07,3,Middle,2.5,2.49,5
996,82896,50012011341,312,2016-02-20,3.0,14.97,2,2016-02,2016-07,3,Middle,2.5,7.470000000000001,6
997,82897,50012011341,312,2016-02-22,3.0,14.97,2,2016-02,2016-08,4,End,2.5,7.470000000000001,1
998,82898,50012011341,312,2016-02-23,2.0,9.98,2,2016-02,2016-08,4,End,2.5,4.98,2
999,82899,50012011341,312,2016-02-24,1.0,4.99,2,2016-02,2016-08,4,End,2.5,2.49,3
1000,82900,50012011341,312,2016-02-25,2.0,9.98,2,2016-02,2016-08,4,End,2.5,4.98,4
1001,82901,50012011341,312,2016-02-26,1.0,4.99,2,2016-02,2016-08,4,End,2.5,2.49,5
1002,82902,50012011341,312,2016-03-01,1.0,4.99,3,2016-03,2016-09,0,Beginning,2.5,2.49,2
1004,82904,50012011341,312,2016-03-03,2.0,9.98,3,2016-03,2016-09,0,Beginning,2.5,4.98,4
1005,82905,50012011341,312,2016-03-04,3.0,14.97,3,2016-03,2016-09,0,Beginning,2.5,7.470000000000001,5
1006,82906,50012011341,312,2016-03-05,1.0,4.99,3,2016-03,2016-09,0,Beginning,2.5,2.49,6
1007,82907,50012011341,312,2016-03-08,1.0,4.99,3,2016-03,2016-10,1,Beginning,2.5,2.49,2
1008,82908,50012011341,312,2016-03-09,2.0,9.98,3,2016-03,2016-10,1,Beginning,2.5,4.98,3
1009,82909,50012011341,312,2016-03-10,2.0,9.98,3,2016-03,2016-10,1,Beginning,2.5,4.98,4
1010,82910,50012011341,312,2016-03-12,2.0,9.98,3,2016-03,2016-10,1,Beginning,2.5,4.98,6
1011,82911,50012011341,312,2016-03-14,3.0,14.97,3,2016-03,2016-11,2,Middle,2.5,7.470000000000001,1
1012,82912,50012011341,312,2016-03-15,1.0,4.99,3,2016-03,2016-11,2,Middle,2.5,2.49,2
1013,82913,50012011341,312,2016-03-16,1.0,4.99,3,2016-03,2016-11,2,Middle,2.5,2.49,3
1014,82914,50012011341,312,2016-03-17,1.0,4.99,3,2016-03,2016-11,2,Middle,2.5,2.49,4
1015,82915,50012011341,312,2016-03-18,1.0,4.99,3,2016-03,2016-11,2,Middle,2.5,2.49,5
1016,82916,50012011341,312,2016-03-19,2.0,9.98,3,2016-03,2016-11,2,Middle,2.5,4.98,6
1017,82917,50012011341,312,2016-03-22,1.0,4.99,3,2016-03,2016-12,3,Middle,2.5,2.49,2
1018,82918,50012011341,312,2016-03-23,2.0,9.98,3,2016-03,2016-12,3,Middle,2.5,4.98,3
1019,82919,50012011341,312,2016-03-25,3.0,14.97,3,2016-03,2016-12,3,Middle,2.5,7.470000000000001,5
1020,82920,50012011341,312,2016-03-28,3.0,14.97,3,2016-03,2016-13,4,End,2.5,7.470000000000001,1
1021,82921,50012011341,312,2016-03-29,3.0,14.97,3,2016-03,2016-13,4,End,2.5,7.470000000000001,2
1022,82922,50012011341,312,2016-03-30,1.0,4.99,3,2016-03,2016-13,4,End,2.5,2.49,3
1023,82923,50012011341,312,2016-04-04,3.0,14.97,4,2016-04,2016-14,1,Beginning,2.5,7.470000000000001,1
1024,82924,50012011341,312,2016-04-05,2.0,9.98,4,2016-04,2016-14,1,Beginning,2.5,4.98,2
1025,82925,50012011341,312,2016-04-07,2.0,9.98,4,2016-04,2016-14,1,Beginning,2.5,4.98,4
1026,82926,50012011341,312,2016-04-08,2.0,9.98,4,2016-04,2016-14,1,Beginning,2.5,4.98,5
1027,82927,50012011341,312,2016-04-09,4.0,19.96,4,2016-04,2016-14,1,Beginning,2.5,9.96,6
1028,82928,50012011341,312,2016-04-11,2.0,9.98,4,2016-04,2016-15,2,Middle,2.5,4.98,1
1029,82929,50012011341,312,2016-04-12,3.0,14.97,4,2016-04,2016-15,2,Middle,2.5,7.470000000000001,2
1030,82930,50012011341,312,2016-04-13,1.0,4.99,4,2016-04,2016-15,2,Middle,2.5,2.49,3
1031,82931,50012011341,312,2016-04-14,2.0,9.98,4,2016-04,2016-15,2,Middle,2.5,4.98,4
1032,82932,50012011341,312,2016-04-15,2.0,9.98,4,2016-04,2016-15,2,Middle,2.5,4.98,5
1033,82933,50012011341,312,2016-04-16,1.0,4.99,4,2016-04,2016-15,2,Middle,2.5,2.49,6
1034,82934,50012011341,312,2016-04-19,1.0,4.99,4,2016-04,2016-16,3,Middle,2.5,2.49,2
1035,82935,50012011341,312,2016-04-20,4.0,19.96,4,2016-04,2016-16,3,Middle,2.5,9.96,3
1036,82936,50012011341,312,2016-04-21,1.0,4.99,4,2016-04,2016-16,3,Middle,2.5,2.49,4
1037,82937,50012011341,312,2016-04-23,1.0,4.99,4,2016-04,2016-16,3,Middle,2.5,2.49,6
1038,82938,50012011341,312,2016-04-25,2.0,9.98,4,2016-04,2016-17,4,End,2.5,4.98,1
1039,82939,50012011341,312,2016-04-27,1.0,4.99,4,2016-04,2016-17,4,End,2.5,2.49,3
1040,82940,50012011341,312,2016-04-28,4.0,19.96,4,2016-04,2016-17,4,End,2.5,9.96,4
1041,82941,50012011341,312,2016-04-29,2.0,9.98,4,2016-04,2016-17,4,End,2.5,4.98,5
1042,82942,50012011341,312,2016-04-30,4.0,19.96,4,2016-04,2016-17,4,End,2.5,9.96,6
1043,82943,50012011341,312,2016-05-02,1.0,4.99,5,2016-05,2016-18,1,Beginning,2.5,2.49,1
1044,82944,50012011341,312,2016-05-03,1.0,4.99,5,2016-05,2016-18,1,Beginning,2.5,2.49,2
1046,82946,50012011341,312,2016-05-09,2.0,9.98,5,2016-05,2016-19,2,Middle,2.5,4.98,1
1047,82947,50012011341,312,2016-05-10,2.0,25.98,5,2016-05,2016-19,2,Middle,2.5,20.98,2
1048,82948,50012011341,312,2016-05-13,3.0,14.97,5,2016-05,2016-19,2,Middle,2.5,7.470000000000001,5
1049,82949,50012011341,312,2016-05-14,1.0,4.99,5,2016-05,2016-19,2,Middle,2.5,2.49,6
1050,82950,50012011341,312,2016-05-16,1.0,4.99,5,2016-05,2016-20,3,Middle,2.5,2.49,1
1051,82951,50012011341,312,2016-05-17,1.0,4.99,5,2016-05,2016-20,3,Middle,2.5,2.49,2
1052,82952,50012011341,312,2016-05-20,2.0,9.98,5,2016-05,2016-20,3,Middle,2.5,4.98,5
1053,82953,50012011341,312,2016-05-21,2.0,9.98,5,2016-05,2016-20,3,Middle,2.5,4.98,6
1054,82954,50012011341,312,2016-05-23,2.0,9.98,5,2016-05,2016-21,4,End,2.5,4.98,1
1055,82955,50012011341,312,2016-05-24,3.0,14.97,5,2016-05,2016-21,4,End,2.5,7.470000000000001,2
1057,82957,50012011341,312,2016-05-27,1.0,4.99,5,2016-05,2016-21,4,End,2.5,2.49,5
1058,82958,50012011341,312,2016-05-30,2.0,9.98,5,2016-05,2016-22,5,End,2.5,4.98,1
1059,82959,50012011341,312,2016-05-31,2.0,9.98,5,2016-05,2016-22,5,End,2.5,4.98,2
1060,82960,50012011341,312,2016-06-01,3.0,14.97,6,2016-06,2016-22,0,Beginning,2.5,7.470000000000001,3
1061,82961,50012011341,312,2016-06-02,2.0,9.98,6,2016-06,2016-22,0,Beginning,2.5,4.98,4
1062,82962,50012011341,312,2016-06-04,4.0,19.96,6,2016-06,2016-22,0,Beginning,2.5,9.96,6
1063,82963,50012011341,312,2016-06-06,1.0,4.99,6,2016-06,2016-23,1,Beginning,2.5,2.49,1
1065,82965,50012011341,312,2016-06-08,3.0,14.97,6,2016-06,2016-23,1,Beginning,2.5,7.470000000000001,3
1066,82966,50012011341,312,2016-06-09,3.0,14.97,6,2016-06,2016-23,1,Beginning,2.5,7.470000000000001,4
1068,82968,50012011341,312,2016-06-11,1.0,4.99,6,2016-06,2016-23,1,Beginning,2.5,2.49,6
1069,82969,50012011341,312,2016-06-13,1.0,4.99,6,2016-06,2016-24,2,Middle,2.5,2.49,1
1070,82970,50012011341,312,2016-06-14,1.0,4.99,6,2016-06,2016-24,2,Middle,2.5,2.49,2
1071,82971,50012011341,312,2016-06-16,2.0,9.98,6,2016-06,2016-24,2,Middle,2.5,4.98,4
1072,82972,50012011341,312,2016-06-17,2.0,9.98,6,2016-06,2016-24,2,Middle,2.5,4.98,5
1073,82973,50012011341,312,2016-06-18,1.0,4.99,6,2016-06,2016-24,2,Middle,2.5,2.49,6
1074,82974,50012011341,312,2016-06-20,2.0,9.98,6,2016-06,2016-25,3,Middle,2.5,4.98,1
1075,82975,50012011341,312,2016-06-22,2.0,9.98,6,2016-06,2016-25,3,Middle,2.5,4.98,3
1076,82976,50012011341,312,2016-06-23,2.0,9.98,6,2016-06,2016-25,3,Middle,2.5,4.98,4
1078,82978,50012011341,312,2016-06-27,1.0,4.99,6,2016-06,2016-26,4,End,2.5,2.49,1
1079,82979,50012011341,312,2016-06-28,3.0,14.97,6,2016-06,2016-26,4,End,2.5,7.470000000000001,2
1081,82981,50012011341,312,2016-07-02,3.0,14.97,7,2016-07,2016-26,0,Beginning,2.5,7.470000000000001,6
1082,82982,50012011341,312,2016-07-04,5.0,24.95,7,2016-07,2016-27,1,Beginning,2.5,12.45,1
1083,82983,50012011341,312,2016-07-05,4.0,19.96,7,2016-07,2016-27,1,Beginning,2.5,9.96,2
1084,82984,50012011341,312,2016-07-06,1.0,4.99,7,2016-07,2016-27,1,Beginning,2.5,2.49,3
1085,82985,50012011341,312,2016-07-08,1.0,4.99,7,2016-07,2016-27,1,Beginning,2.5,2.49,5
1086,82986,50012011341,312,2016-07-12,3.0,14.97,7,2016-07,2016-28,2,Middle,2.5,7.470000000000001,2
1087,82987,50012011341,312,2016-07-13,2.0,9.98,7,2016-07,2016-28,2,Middle,2.5,4.98,3
1088,82988,50012011341,312,2016-07-14,1.0,4.99,7,2016-07,2016-28,2,Middle,2.5,2.49,4
1089,82989,50012011341,312,2016-07-15,1.0,4.99,7,2016-07,2016-28,2,Middle,2.5,2.49,5
1090,82990,50012011341,312,2016-07-16,2.0,9.98,7,2016-07,2016-28,2,Middle,2.5,4.98,6
1091,82991,50012011341,312,2016-07-18,2.0,9.98,7,2016-07,2016-29,3,Middle,2.5,4.98,1
1092,82992,50012011341,312,2016-07-19,4.0,19.96,7,2016-07,2016-29,3,Middle,2.5,9.96,2
1093,82993,50012011341,312,2016-07-20,2.0,9.98,7,2016-07,2016-29,3,Middle,2.5,4.98,3
1094,82994,50012011341,312,2016-07-21,-2.0,-9.98,7,2016-07,2016-29,3,Middle,2.5,-4.98,4
1095,82995,50012011341,312,2016-07-22,1.0,4.99,7,2016-07,2016-29,3,Middle,2.5,2.49,5
1096,82996,50012011341,312,2016-07-23,2.0,25.98,7,2016-07,2016-29,3,Middle,2.5,20.98,6
1097,82997,50012011341,312,2016-07-25,1.0,4.99,7,2016-07,2016-30,4,End,2.5,2.49,1
1098,82998,50012011341,312,2016-07-26,1.0,4.99,7,2016-07,2016-30,4,End,2.5,2.49,2
1099,82999,50012011341,312,2016-07-27,3.0,14.97,7,2016-07,2016-30,4,End,2.5,7.470000000000001,3
1100,83000,50012011341,312,2016-07-29,1.0,4.99,7,2016-07,2016-30,4,End,2.5,2.49,5
1101,83001,50012011341,312,2016-07-30,-1.0,-4.99,7,2016-07,2016-30,4,End,2.5,-2.49,6
1102,83002,50012011341,312,2016-08-01,1.0,4.99,8,2016-08,2016-31,1,Beginning,2.5,2.49,1
1103,83003,50012011341,312,2016-08-02,1.0,4.99,8,2016-08,2016-31,1,Beginning,2.5,2.49,2
1104,83004,50012011341,312,2016-08-03,2.0,9.98,8,2016-08,2016-31,1,Beginning,2.5,4.98,3
1105,83005,50012011341,312,2016-08-04,2.0,9.98,8,2016-08,2016-31,1,Beginning,2.5,4.98,4
1106,83006,50012011341,312,2016-08-05,1.0,4.99,8,2016-08,2016-31,1,Beginning,2.5,2.49,5
1107,83007,50012011341,312,2016-08-06,3.0,14.97,8,2016-08,2016-31,1,Beginning,2.5,7.470000000000001,6
1108,85060,50013000110,312,2016-05-02,34.0,441.66,5,2016-05,2016-18,1,Beginning,6.5,220.66000000000003,1
1109,85061,50013000110,312,2016-05-03,32.0,415.68,5,2016-05,2016-18,1,Beginning,6.5,207.68,2
1110,85062,50013000110,312,2016-05-04,23.0,298.77,5,2016-05,2016-18,1,Beginning,6.5,149.26999999999998,3
1111,85063,50013000110,312,2016-05-05,34.0,441.66,5,2016-05,2016-18,1,Beginning,6.5,220.66000000000003,4
1112,85064,50013000110,312,2016-05-06,31.0,402.69,5,2016-05,2016-18,1,Beginning,6.5,201.19,5
1113,85065,50013000110,312,2016-05-07,41.0,532.59,5,2016-05,2016-18,1,Beginning,6.5,266.09000000000003,6
1114,85066,50013000110,312,2016-05-09,36.0,467.64,5,2016-05,2016-19,2,Middle,6.5,233.64,1
1115,85067,50013000110,312,2016-05-10,33.0,428.67,5,2016-05,2016-19,2,Middle,6.5,214.17000000000002,2
1116,85068,50013000110,312,2016-05-11,26.0,337.74,5,2016-05,2016-19,2,Middle,6.5,168.74,3
1117,85069,50013000110,312,2016-05-12,25.0,324.75,5,2016-05,2016-19,2,Middle,6.5,162.25,4
1118,85070,50013000110,312,2016-05-13,33.0,428.67,5,2016-05,2016-19,2,Middle,6.5,214.17000000000002,5
1119,85071,50013000110,312,2016-05-14,36.0,467.64,5,2016-05,2016-19,2,Middle,6.5,233.64,6
1120,85072,50013000110,312,2016-05-16,30.0,389.7,5,2016-05,2016-20,3,Middle,6.5,194.7,1
1121,85073,50013000110,312,2016-05-17,30.0,389.7,5,2016-05,2016-20,3,Middle,6.5,194.7,2
1122,85074,50013000110,312,2016-05-18,25.0,324.75,5,2016-05,2016-20,3,Middle,6.5,162.25,3
1123,85075,50013000110,312,2016-05-19,33.0,428.67,5,2016-05,2016-20,3,Middle,6.5,214.17000000000002,4
1124,85076,50013000110,312,2016-05-20,26.0,337.74,5,2016-05,2016-20,3,Middle,6.5,168.74,5
1125,85077,50013000110,312,2016-05-21,26.0,337.74,5,2016-05,2016-20,3,Middle,6.5,168.74,6
1126,85078,50013000110,312,2016-05-23,25.0,324.75,5,2016-05,2016-21,4,End,6.5,162.25,1
1127,85079,50013000110,312,2016-05-24,25.0,324.75,5,2016-05,2016-21,4,End,6.5,162.25,2
1128,85080,50013000110,312,2016-05-25,25.0,324.75,5,2016-05,2016-21,4,End,6.5,162.25,3
1129,85081,50013000110,312,2016-05-26,42.0,545.58,5,2016-05,2016-21,4,End,6.5,272.58000000000004,4
1130,85082,50013000110,312,2016-05-27,18.0,233.82,5,2016-05,2016-21,4,End,6.5,116.82,5
1131,85083,50013000110,312,2016-05-28,17.0,220.83,5,2016-05,2016-21,4,End,6.5,110.33000000000001,6
1132,85084,50013000110,312,2016-05-30,28.0,363.72,5,2016-05,2016-22,5,End,6.5,181.72000000000003,1
1133,85085,50013000110,312,2016-05-31,31.0,402.69,5,2016-05,2016-22,5,End,6.5,201.19,2
1134,85086,50013000110,312,2016-06-01,36.0,467.64,6,2016-06,2016-22,0,Beginning,6.5,233.64,3
1135,89587,8000451112,312,2014-08-25,8.0,103.92,8,2014-08,2014-34,4,End,9.0,31.92,1
1136,89588,8000451112,312,2014-08-28,11.0,142.89,8,2014-08,2014-34,4,End,9.0,43.889999999999986,4
1137,89589,8000451112,312,2014-08-30,36.0,467.64,8,2014-08,2014-34,4,End,9.0,143.64,6
1138,89590,8000451112,312,2014-09-01,2.0,25.98,9,2014-09,2014-35,1,Beginning,9.0,7.98,1
1139,89591,8000451112,312,2014-09-01,2.0,25.98,9,2014-09,2014-35,1,Beginning,9.0,7.98,1
1140,89592,8000451112,312,2014-09-02,3.0,38.97,9,2014-09,2014-35,1,Beginning,9.0,11.969999999999999,2
